"id","wta_car","wta_elec","wta_green","ifpollution","living_area_ln","age_ln","is_bachelor","location","female","married","income_level","youth","older_adults","partymember","province","weekday","ifsunny","caruse","conditioner1month","mainuseelec","heard_about_global_warming","know_about_low_carbon","know_about_carbon_neutrality","know_about_carbon_policy","publictrans","conditionernumber","energy_consume2020","weights"
1155,"4","4","3",0,3.68887945411394,4.24849524204936,0,"city",1,1,5,"0","1","0","Jilin","Monday","1",1,0,"1","no","never","never","never",4,0,1467,0.29
921,"2","2","1",1,3.80666248977032,3.95124371858143,0,"city",0,1,5,"0","0","0","Jilin","Sunday","1",1,0,"1","no","never","never","never",12,0,1200,1.13583617329244
2096,"2","2","2",1,5.48063892334199,3.63758615972639,0,"rural",1,1,4,"1","1","0","Henan","Thursday","0",0,2,"1","yes and agree","heard but do not know","heard but do not know","never",0,1,4680,0.666322269358554
3335,"7","4","3",0,4.0943445622221,3.63758615972639,0,"city",1,1,4,"1","0","0","Jilin","Thursday","1",1,0,"1","yes and agree","heard but do not know","never","never",0,0,1250,1.90058965173231
1950,"5","5","5",0,3.91202300542815,4.24849524204936,0,"city",1,0,5,"0","1","0","Jilin","Wednesday","1",1,0,"1","yes but disagree","never","never","never",12,0,1714,2.01219224378607
3390,"7","7","5",1,4.47733681447821,3.43398720448515,0,"county seat",1,1,3,"0","0","0","Jilin","Saturday","0",1,0,"1","yes and agree","heard but do not know","heard but do not know","never",10,0,1400,0.357396571614206
2521,"7","2","1",0,4.38202663467388,3.43398720448515,0,"county seat",0,1,2,"0","0","0","Jilin","Tuesday","1",0,0,"1","yes but disagree","never","never","never",2,0,2700,1.241974008131
2423,"1","1","1",0,4.17438726989564,3.63758615972639,0,"rural",0,1,3,"0","0","0","Jilin","Sunday","1",1,0,"1","yes and agree","never","never","never",0,0,2200,0.29
2308,"4","5","5",0,4.31748811353631,2.94443897916644,1,"city",0,0,6,"0","0","0","Jilin","Saturday","1",1,0,"1","yes and agree","heard and know","never","heard but do not know",10,0,890,0.751430664156505
141,"4","4","4",0,4.31748811353631,3.80666248977032,1,"city",1,1,4,"1","0","0","Henan","Thursday","1",0,3,"1","yes and agree","heard and know","heard but do not know","heard but do not know",5,1,563,0.29
1911,"7","5","1",1,5.12396397940326,3.46573590279973,1,"city",0,0,3,"0","0","0","Henan","Wednesday","1",1,7,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",10,1,2640,0.407362342670444
2490,"1","1","1",0,4.49980967033027,3.68887945411394,0,"county seat",1,1,1,"1","0","0","Henan","Monday","1",0,0,"1","yes and agree","heard and know","heard but do not know","heard but do not know",0,0,1760,0.652822858651694
3438,"5","5","5",1,4.78749174278205,2.94443897916644,1,"city",0,0,3,"1","0","0","Shanxi","Saturday","1",0,0,"1","yes and agree","heard but do not know","never","never",5,0,1125,0.751430664156505
1641,"7","7","6",0,5.29831736654804,3.09104245335832,0,"rural",1,0,3,"0","0","0","Shanxi","Sunday","0",0,0,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",0,0,750,0.49978527711044
1304,"4","5","3",0,4.38202663467388,3.13549421592915,0,"city",0,0,4,"1","1","0","Henan","Thursday","1",1,2,"1","yes and agree","heard and know","heard and know","heard but do not know",2,1,1755,0.619061833875582
1110,"2","7","7",1,4.86753445045558,3.46573590279973,1,"city",1,1,4,"0","0","0","Shanxi","Wednesday","1",0,1,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",0,1,4200,0.29
3238,"3","7","3",1,4.17438726989564,3.17805383034795,0,"city",0,0,3,"0","0","0","Jilin","Thursday","1",1,0,"1","yes and agree","heard but do not know","never","never",0,0,1786,4.87721004391555
3435,"7","6","1",1,4.9416424226093,3.36729582998647,1,"city",1,1,3,"0","0","1","Shanxi","Saturday","1",0,0,"1","yes and agree","heard but do not know","never","never",5,0,1429,0.390352736240351
1111,"4","2","2",1,4.60517018598809,4.02535169073515,0,"city",1,1,2,"0","0","0","Shanxi","Wednesday","0",1,0,"1","yes and agree","heard but do not know","never","never",10,0,1400,0.764139741732958
3448,"7","7","7",1,4.47733681447821,3.66356164612965,0,"county seat",1,1,1,"1","0","0","Shanxi","Sunday","1",1,0,"1","yes and agree","heard but do not know","never","heard but do not know",2,0,1836,1.80468621814222
2052,"2","1","2",1,4.38202663467388,3.04452243772342,1,"city",0,0,3,"0","0","0","Henan","Wednesday","1",1,2,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",5,1,625,0.681694532917722
1611,"7","7","6",0,4.49980967033027,3.68887945411394,0,"rural",1,1,3,"1","0","0","Shanxi","Sunday","0",1,0,"1","yes and agree","heard but do not know","never","never",0,0,1071,1.58010954339234
2356,"1","5","4",0,4.86753445045558,3.3322045101752,0,"county seat",1,0,1,"0","0","0","Henan","Saturday","0",1,3,"1","yes and agree","heard but do not know","never","never",6,1,1798,0.408207026552079
1665,"7","7","6",0,5.29831736654804,4.02535169073515,0,"rural",1,1,3,"0","0","0","Shanxi","Sunday","1",1,0,"1","no","never","never","never",0,0,667,0.707536494715993
3446,"2","2","2",1,3.80666248977032,4.26267987704132,0,"city",1,1,5,"0","1","0","Jilin","Sunday","1",1,0,"1","yes and agree","heard but do not know","heard but do not know","never",4,0,1839,0.378351464087138
3404,"6","5","5",1,4.0943445622221,4.06044301054642,0,"city",1,1,4,"0","0","0","Jilin","Friday","0",1,1,"1","yes and agree","never","never","never",2,1,2125,0.29
2131,"2","2","4",0,3.2188758248682,3.8286413964891,0,"city",0,0,5,"0","0","0","Jilin","Thursday","1",0,0,"1","no","never","never","never",0,0,1080,1.54237402683485
2260,"2","2","1",0,4.21950770517611,3.52636052461616,0,"city",1,1,5,"1","0","0","Henan","Friday","0",0,3,"1","yes but disagree","heard and know","never","never",2,1,2727,0.29
2443,"1","1","3",0,4.78749174278205,3.3322045101752,1,"city",0,1,4,"0","0","1","Shanxi","Monday","1",0,0,"1","yes and agree","heard but do not know","never","heard but do not know",5,0,2708,0.48898871152122
1460,"6","5","4",0,3.52636052461616,3.66356164612965,0,"county seat",1,1,4,"1","0","0","Shanxi","Saturday","1",1,0,"1","no","heard and know","never","heard but do not know",0,0,1167,1.80468621814222
2129,"7","5","2",1,4.9416424226093,4.07753744390572,0,"county seat",1,1,5,"1","1","1","Henan","Thursday","1",1,3,"1","no","heard but do not know","never","never",2,1,2182,0.29
1143,"5","3","2",0,3.68887945411394,3.87120101090789,0,"city",0,1,5,"0","0","0","Jilin","Wednesday","1",0,0,"1","yes and agree","heard but do not know","never","never",2,0,1371,1.39207115854934
1213,"5","3","3",0,4.18965474202643,3.55534806148941,1,"city",1,1,5,"1","0","0","Shanxi","Thursday","0",1,0,"1","yes but disagree","heard but do not know","heard but do not know","never",6,0,960,0.29
1618,"5","4","4",0,4.24849524204936,4.34380542185368,0,"rural",1,1,2,"0","1","0","Jilin","Saturday","1",1,0,"1","no","never","never","never",0,0,800,1.29408309693756
2168,"5","3","5",0,4.0943445622221,3.89182029811063,0,"city",1,1,6,"0","1","0","Henan","Thursday","0",1,2,"1","yes and agree","heard but do not know","never","never",1,1,2321,1.08244097374843
2518,"6","1","1",0,4.78749174278205,3.71357206670431,0,"rural",0,1,1,"1","0","0","Henan","Wednesday","1",1,0,"1","no","never","never","never",0,0,256,1.8403212272897
161,"6","4","1",0,5.19295685089021,3.91202300542815,0,"county seat",1,1,4,"0","0","0","Shanxi","Saturday","1",0,0,"1","no","never","never","never",0,0,2200,5.76283109526685
1090,"1","1","1",0,4.66343909411207,3.49650756146648,0,"city",1,1,2,"0","0","0","Shanxi","Tuesday","1",1,0,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",10,0,2400,0.29
942,"4","4","1",0,4.56434819146784,3.95124371858143,0,"city",1,1,3,"0","0","1","Shanxi","Monday","1",0,2,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",1,1,2400,0.29
2605,"1","1","1",0,4.86753445045558,4.04305126783455,0,"rural",1,1,4,"1","0","0","Henan","Wednesday","1",1,0,"1","no","never","never","never",0,0,339,0.674027768233555
3006,"4","3","4",0,4.46590811865458,3.78418963391826,0,"county seat",1,1,5,"1","0","0","Jilin","Tuesday","1",0,0,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",4,0,2182,1.39535827887641
2548,"2","4","3",1,4.38202663467388,3.29583686600433,0,"city",1,0,4,"0","0","0","Jilin","Tuesday","0",0,0,"1","yes and agree","heard but do not know","heard but do not know","never",10,0,2750,0.427046595145418
1191,"2","2","2",0,4.60517018598809,3.43398720448515,0,"county seat",0,1,1,"1","0","0","Jilin","Monday","1",0,0,"0","no","heard but do not know","never","never",0,0,1309,3.36961420810059
1600,"1","1","7",0,4.06044301054642,3.3322045101752,0,"rural",0,1,4,"1","0","0","Jilin","Saturday","1",1,0,"1","yes but disagree","never","never","never",0,0,1400,1.33538962290528
2215,"4","2","2",0,4.0943445622221,3.78418963391826,0,"city",1,1,2,"0","0","0","Shanxi","Friday","0",1,0,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",2,0,1073,0.539519588268097
2301,"7","7","7",0,3.40119738166216,3.2188758248682,1,"city",1,0,4,"0","0","0","Shanxi","Saturday","1",0,0,"1","yes and agree","heard and know","heard and know","heard but do not know",6,0,1600,0.467902055622054
1516,"4","3","2",0,4.21950770517611,3.36729582998647,0,"rural",1,1,3,"1","0","0","Jilin","Saturday","1",1,0,"1","no","never","never","never",2,0,2000,2.79916022173799
1691,"4","4","3",0,4.60517018598809,3.98898404656427,0,"rural",1,1,3,"0","0","0","Shanxi","Sunday","1",1,0,"1","no","heard but do not know","never","never",2,0,1111,0.780203469208694
128,"5","6","6",0,4.4188406077966,3.2188758248682,0,"county seat",0,0,5,"0","0","0","Shanxi","Saturday","1",0,0,"1","yes but disagree","heard and know","heard but do not know","heard and know",2,0,1000,0.562809000235141
3382,"7","7","4",0,4.49980967033027,3.17805383034795,0,"city",0,0,4,"1","0","0","Jilin","Friday","1",1,0,"1","yes and agree","heard but do not know","heard but do not know","never",0,0,1588,4.87721004391555
2366,"4","2","1",0,4.60517018598809,3.09104245335832,0,"rural",0,0,1,"1","0","0","Shanxi","Saturday","0",0,0,"1","yes and agree","heard and know","heard but do not know","never",0,0,3733,4.98802323666113
1590,"7","7","1",0,4.31748811353631,3.36729582998647,0,"county seat",1,1,6,"0","0","0","Shanxi","Saturday","1",1,0,"1","yes and agree","familiar","never","heard but do not know",0,0,1875,0.390352736240351
2119,"6","6","7",0,4.55387689160054,3.97029191355212,0,"rural",1,1,4,"0","0","0","Shanxi","Thursday","0",1,0,"1","yes but disagree","heard but do not know","never","never",0,0,875,0.29
1103,"2","4","7",1,4.44265125649032,3.43398720448515,0,"rural",0,1,2,"1","1","1","Jilin","Sunday","1",0,0,"1","yes but disagree","heard but do not know","heard but do not know","heard but do not know",0,0,1600,0.396986886601427
2868,"4","4","3",0,5.13579843705026,3.68887945411394,0,"county seat",1,1,3,"1","0","0","Henan","Saturday","1",1,4,"1","yes but disagree","heard but do not know","never","never",0,1,2857,0.652822858651694
2003,"1","1","1",1,4.38202663467388,3.63758615972639,0,"county seat",1,1,1,"1","0","0","Henan","Wednesday","1",1,0,"1","no","heard but do not know","never","never",0,0,3176,1.90058965173231
2332,"1","1","1",0,4.60517018598809,3.55534806148941,0,"county seat",0,1,1,"1","0","0","Henan","Saturday","0",1,3,"1","yes and agree","heard but do not know","heard but do not know","never",0,1,3469,1.01475991221516
911,"4","2","2",0,4.38202663467388,2.99573227355399,0,"rural",0,0,5,"1","1","0","Shanxi","Sunday","1",0,5,"0","yes and agree","heard and know","heard but do not know","heard but do not know",0,1,800,0.662961022218672
3393,"4","5","7",1,4.70048036579242,3.52636052461616,0,"county seat",0,0,3,"0","0","0","Jilin","Saturday","0",1,0,"1","yes and agree","heard but do not know","heard but do not know","never",8,0,2000,1.06707173730585
2299,"5","5","2",0,4.06044301054642,4.02535169073515,0,"rural",1,1,5,"0","0","0","Jilin","Saturday","1",1,0,"1","yes and agree","heard but do not know","heard but do not know","never",8,0,1800,0.707536494715993
3311,"2","2","2",0,4.0943445622221,3.93182563272433,0,"county seat",1,0,3,"1","0","0","Jilin","Friday","1",1,0,"1","no","never","never","never",1,0,1620,0.978987610870783
1390,"1","1","1",0,4.38202663467388,3.63758615972639,0,"county seat",0,1,3,"1","0","0","Shanxi","Friday","1",1,0,"1","yes and agree","never","never","never",0,0,1143,2.33450446013243
1914,"7","7","7",1,3.98898404656427,2.83321334405622,0,"city",1,0,3,"1","0","0","Henan","Wednesday","0",1,1,"1","yes and agree","heard but do not know","never","never",6,1,500,2.08265601358925
2220,"6","5","1",0,4.24849524204936,3.3322045101752,0,"county seat",1,1,1,"1","0","0","Jilin","Friday","1",1,0,"1","yes but disagree","heard but do not know","never","never",6,0,2727,1.18327746774249
1985,"7","7","1",0,4.26267987704132,3.52636052461616,0,"county seat",0,1,3,"1","0","0","Jilin","Wednesday","1",0,0,"1","yes and agree","heard but do not know","heard but do not know","never",0,0,3000,0.372673552734844
1498,"2","2","2",0,4.23410650459726,3.43398720448515,0,"county seat",1,1,5,"1","0","0","Shanxi","Saturday","1",1,0,"1","no","heard but do not know","never","heard but do not know",12,0,2600,2.73763469141016
2395,"3","1","1",0,4.85203026391962,3.71357206670431,0,"county seat",0,1,3,"1","0","0","Henan","Sunday","1",0,0,"1","yes but disagree","never","never","never",0,0,2310,0.753587280600736
1580,"1","7","7",0,3.91202300542815,3.09104245335832,0,"rural",0,0,3,"0","0","0","Jilin","Saturday","1",1,0,"1","no","never","never","never",1,0,1200,1.81781554844494
1969,"2","2","2",0,4.38202663467388,3.89182029811063,0,"county seat",1,1,1,"1","0","0","Jilin","Wednesday","1",1,0,"1","no","heard but do not know","never","never",2,0,1517,1.08244097374843
2452,"4","2","1",0,4.78749174278205,4.07753744390572,0,"rural",0,1,3,"1","0","0","Henan","Monday","1",1,3,"1","yes and agree","heard and know","heard but do not know","never",6,1,6333,0.29
923,"2","1","1",0,4.55387689160054,3.04452243772342,0,"rural",0,0,2,"0","0","0","Shanxi","Sunday","1",0,0,"1","yes and agree","heard but do not know","never","never",0,0,1400,1.91444351623793
2263,"7","7","7",0,4.60517018598809,3.04452243772342,1,"city",1,0,4,"0","0","1","Shanxi","Friday","0",1,0,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",6,0,1320,0.564039248433492
2311,"4","4","4",0,3.68887945411394,3.55534806148941,0,"city",1,1,5,"1","0","0","Henan","Saturday","0",0,3,"1","yes but disagree","heard but do not know","never","heard but do not know",1,1,1875,2.22123853534043
3396,"7","6","7",1,4.4188406077966,3.46573590279973,1,"county seat",0,1,3,"1","0","0","Jilin","Saturday","0",1,0,"1","yes and agree","heard but do not know","heard but do not know","never",10,0,2474,0.407362342670444
1941,"7","6","7",0,4.39321382406445,3.8286413964891,0,"rural",1,0,1,"1","0","0","Shanxi","Tuesday","1",1,0,"1","yes and agree","never","never","never",2,0,1650,1.16317501624521
911,"4","1","1",0,4.52178857704904,4.39444915467244,0,"rural",1,0,2,"0","1","0","Shanxi","Sunday","1",1,0,"1","no","never","never","never",0,0,1000,1.05679384572594
3441,"2","2","2",1,4.23410650459726,3.97029191355212,0,"city",1,1,6,"0","0","0","Jilin","Sunday","1",1,0,"1","no","heard but do not know","never","never",20,0,1000,0.886072170525715
3261,"4","4","4",0,4.44265125649032,3.63758615972639,1,"county seat",1,1,3,"1","0","1","Jilin","Thursday","1",1,0,"1","no","never","never","never",8,0,893,0.29
148,"4","1","1",1,4.60517018598809,3.85014760171006,0,"county seat",0,1,5,"0","0","0","Shanxi","Saturday","1",0,0,"1","yes but disagree","never","never","never",1,0,1200,1.46520467803001
3423,"6","7","7",1,4.86753445045558,3.43398720448515,0,"county seat",0,1,3,"1","0","0","Shanxi","Saturday","1",0,0,"1","no","heard but do not know","never","never",0,0,1500,3.36961420810059
3362,"7","7","7",1,5.19295685089021,4.11087386417331,0,"rural",1,1,1,"0","0","0","Shanxi","Friday","1",1,0,"1","yes and agree","never","never","never",0,0,2000,0.556624584342293
1494,"7","7","4",0,4.31748811353631,3.2188758248682,0,"county seat",1,1,5,"0","0","0","Shanxi","Saturday","1",0,0,"1","yes but disagree","heard but do not know","heard but do not know","never",0,0,1750,0.467902055622054
2418,"7","7","7",0,4.49980967033027,3.73766961828337,1,"city",1,1,5,"1","0","0","Henan","Sunday","1",1,3,"1","yes and agree","heard and know","never","heard but do not know",6,1,1440,0.29
2210,"7","7","7",0,4.00733318523247,3.49650756146648,0,"county seat",0,0,3,"0","1","0","Jilin","Friday","1",1,0,"1","yes and agree","heard but do not know","heard but do not know","never",7,0,732,0.389552227928835
2612,"7","7","7",0,4.47733681447821,3.66356164612965,0,"county seat",0,1,6,"1","0","0","Henan","Thursday","1",0,3,"1","yes and agree","heard but do not know","heard but do not know","never",4,1,839,2.21590799964696
2415,"1","1","1",0,4.86753445045558,3.63758615972639,0,"county seat",1,1,1,"1","0","0","Henan","Sunday","1",1,0,"1","yes but disagree","heard but do not know","never","never",6,0,3000,0.719284534475195
2169,"7","7","7",1,4.60517018598809,3.63758615972639,0,"rural",1,1,3,"1","0","0","Shanxi","Thursday","1",1,0,"1","yes and agree","never","heard but do not know","never",0,0,857,1.75173861887515
2931,"5","6","5",1,4.43081679884331,3.85014760171006,0,"rural",1,1,6,"0","1","0","Jilin","Monday","1",0,0,"1","yes and agree","heard and know","heard but do not know","heard but do not know",4,0,2640,1.10583714859619
901,"2","1","1",0,4.49980967033027,4.12713438504509,0,"rural",0,1,2,"0","1","1","Shanxi","Sunday","1",1,0,"1","yes and agree","heard but do not know","never","never",5,0,1400,0.29
2391,"3","3","3",0,3.63758615972639,3.52636052461616,1,"city",0,1,6,"0","0","0","Jilin","Sunday","1",0,2,"1","yes and agree","never","never","never",6,1,840,0.372673552734844
2624,"5","3","3",0,4.49980967033027,3.76120011569356,0,"rural",1,1,5,"1","0","0","Jilin","Wednesday","1",0,3,"1","yes but disagree","heard but do not know","heard but do not know","never",8,1,1018,0.29
1391,"7","7","1",0,4.35670882668959,3.55534806148941,0,"county seat",1,1,4,"1","0","0","Shanxi","Friday","1",1,0,"1","yes and agree","never","never","never",2,0,509,0.833373707099913
105,"4","7","2",1,4.49980967033027,3.55534806148941,0,"city",1,1,5,"1","0","0","Shanxi","Friday","0",0,0,"1","yes and agree","heard and know","heard but do not know","never",20,0,4000,0.833373707099913
140,"7","7","7",1,4.40671924726425,3.93182563272433,1,"city",1,0,5,"0","0","0","Jilin","Thursday","0",0,0,"1","yes and agree","familiar","heard but do not know","never",10,0,1080,0.29
196,"4","2","1",0,4.49980967033027,4.02535169073515,0,"rural",1,1,2,"0","0","0","Shanxi","Sunday","1",1,0,"1","yes and agree","never","never","never",0,0,1400,0.707536494715993
2601,"7","4","4",0,4.38202663467388,4.17438726989564,0,"rural",0,1,5,"0","1","0","Jilin","Wednesday","1",1,0,"1","yes and agree","heard but do not know","never","never",4,0,427,0.29
1238,"7","7","7",0,3.87120101090789,3.58351893845611,0,"city",1,1,4,"0","0","0","Shanxi","Thursday","0",1,1,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",0,1,2000,2.10856569540875
3311,"6","6","2",0,4.31748811353631,3.58351893845611,0,"county seat",0,1,3,"1","0","0","Jilin","Friday","1",1,0,"1","yes and agree","never","never","never",6,0,1776,2.59169256823733
1411,"5","7","7",0,4.60517018598809,3.97029191355212,0,"county seat",1,1,3,"1","1","0","Shanxi","Saturday","0",1,0,"1","yes and agree","never","never","never",0,0,429,4.91507732311797
2212,"4","5","4",0,4.27666611901606,3.89182029811063,0,"city",0,1,4,"1","0","0","Henan","Friday","1",0,3,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",0,1,1750,0.29
2011,"7","7","7",0,2.89037175789616,3.2188758248682,1,"city",0,1,2,"0","0","0","Henan","Wednesday","1",0,2,"1","yes and agree","familiar","heard and know","heard and know",12,1,1440,0.562809000235141
2315,"1","1","1",0,4.38202663467388,4.07753744390572,0,"rural",1,1,4,"0","1","0","Jilin","Saturday","1",1,2,"1","no","never","never","never",0,1,2400,6.81468716144149
2250,"5","6","4",0,4.8283137373023,3.76120011569356,0,"county seat",1,1,5,"1","1","0","Henan","Friday","0",0,0,"1","yes and agree","heard but do not know","heard but do not know","never",0,0,4267,0.565605561669616
2352,"7","7","7",0,4.34380542185368,3.46573590279973,0,"city",0,0,3,"0","0","0","Shanxi","Saturday","0",0,0,"1","yes and agree","heard but do not know","heard but do not know","never",0,0,1300,1.1805150835197
2145,"1","1","1",1,4.78749174278205,3.43398720448515,0,"city",0,1,4,"1","0","0","Henan","Thursday","0",1,2,"1","yes and agree","heard and know","heard but do not know","heard but do not know",10,1,732,0.426155297891374
1614,"6","6","5",0,4.9416424226093,4.0943445622221,0,"rural",1,1,2,"0","1","0","Shanxi","Sunday","1",1,0,"1","no","never","never","never",0,0,1400,0.5836544866732
2542,"7","7","7",0,4.0943445622221,3.36729582998647,0,"county seat",0,0,3,"0","0","0","Jilin","Tuesday","0",1,0,"1","no","heard but do not know","never","never",10,0,960,1.3752537407827
2661,"7","7","7",0,4.78749174278205,3.2188758248682,0,"rural",0,1,3,"1","0","0","Henan","Wednesday","1",1,0,"1","no","never","never","never",2,0,1235,0.522548149800133
2500,"5","5","4",0,4.7361984483945,3.46573590279973,0,"county seat",1,1,3,"1","0","0","Henan","Tuesday","1",0,3,"1","no","heard and know","never","never",0,1,3571,2.59795518650299
1432,"7","7","7",0,4.60517018598809,4.06044301054642,0,"county seat",0,1,3,"1","1","0","Shanxi","Saturday","1",1,0,"1","yes but disagree","heard but do not know","never","never",0,0,938,0.84130530300695
2462,"5","5","5",0,4.60517018598809,3.3322045101752,0,"city",0,1,5,"0","1","0","Henan","Monday","1",0,7,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",4,1,3571,0.48898871152122
2511,"5","6","2",0,4.21950770517611,3.87120101090789,0,"rural",1,1,4,"0","0","0","Jilin","Tuesday","1",1,0,"1","no","never","never","never",4,0,3200,1.05149795660307
2255,"7","6","6",0,4.0943445622221,4.20469261939097,0,"rural",0,1,3,"0","1","0","Jilin","Friday","1",1,0,"0","yes and agree","never","never","never",6,0,1200,0.505643250985367
2412,"4","5","4",0,5.19295685089021,3.52636052461616,0,"rural",1,1,4,"1","0","0","Henan","Monday","1",0,3,"1","yes but disagree","heard but do not know","heard but do not know","never",10,1,2500,0.29
1410,"7","7","7",0,4.78749174278205,3.98898404656427,0,"county seat",0,1,1,"1","0","0","Shanxi","Saturday","1",1,0,"1","yes and agree","never","never","never",2,0,1429,1.02694389126558
2011,"1","1","1",1,4.78749174278205,3.68887945411394,0,"county seat",1,1,1,"1","0","0","Henan","Wednesday","1",0,0,"1","yes and agree","heard but do not know","never","never",0,0,4746,0.652822858651694
2281,"4","7","1",0,4.33073334028633,3.3322045101752,0,"county seat",0,1,3,"0","0","0","Jilin","Saturday","1",0,0,"1","no","heard but do not know","never","never",10,0,1385,0.48898871152122
1836,"7","7","4",0,4.60517018598809,3.2188758248682,1,"rural",1,1,3,"1","1","0","Shanxi","Tuesday","1",0,0,"1","yes and agree","heard but do not know","heard but do not know","never",0,0,948,0.435344981151462
1191,"1","1","1",1,4.49980967033027,3.25809653802148,1,"city",0,0,2,"1","0","0","Shanxi","Wednesday","0",0,0,"1","no","never","never","never",10,0,2133,0.536869282371849
1429,"7","7","7",0,4.38202663467388,3.97029191355212,0,"county seat",1,1,1,"0","0","0","Shanxi","Saturday","1",1,0,"1","yes and agree","never","never","never",0,0,780,0.886072170525715
2384,"6","4","6",0,3.80666248977032,4.04305126783455,0,"rural",1,1,5,"0","0","0","Jilin","Sunday","1",1,0,"1","no","never","never","never",4,0,563,3.66022611323826
1551,"1","3","1",0,4.0943445622221,3.43398720448515,0,"county seat",1,1,5,"1","0","0","Shanxi","Saturday","1",0,0,"1","no","never","never","never",0,0,2667,1.0171111632533
1415,"6","6","6",0,4.17438726989564,3.63758615972639,0,"county seat",1,1,4,"1","1","0","Shanxi","Saturday","1",1,0,"1","no","never","never","never",1,0,667,9.5
2454,"6","5","7",0,4.60517018598809,4.12713438504509,0,"rural",0,1,5,"0","0","0","Jilin","Monday","1",1,0,"0","yes and agree","heard but do not know","never","never",4,0,1091,0.29
3260,"4","4","4",0,4.58496747867057,3.49650756146648,0,"county seat",1,1,4,"1","0","1","Jilin","Thursday","1",1,0,"1","no","never","never","never",5,0,1059,0.29
1890,"4","2","3",0,4.54329478227,3.80666248977032,0,"city",1,1,5,"1","1","0","Shanxi","Tuesday","1",0,1,"1","yes and agree","heard but do not know","never","never",5,1,2400,0.514797868135961
2329,"2","4","4",0,4.00733318523247,2.99573227355399,1,"city",0,0,3,"0","0","0","Jilin","Saturday","1",0,2,"1","yes and agree","heard but do not know","heard but do not know","never",2,1,6180,0.71562634520204
1511,"4","4","4",0,4.44265125649032,4.18965474202643,0,"county seat",1,1,4,"0","1","0","Shanxi","Saturday","1",1,0,"1","no","never","never","never",0,0,1000,5.10917698840774
1440,"7","7","7",0,3.95124371858143,3.58351893845611,0,"county seat",1,1,6,"1","1","0","Shanxi","Saturday","1",0,0,"1","yes and agree","heard and know","never","heard and know",0,0,900,2.10856569540875
1918,"4","2","2",0,3.86283276123737,4.34380542185368,0,"city",1,0,5,"0","1","0","Jilin","Wednesday","1",1,0,"1","no","never","never","never",2,0,1183,1.40250353920358
3125,"3","4","4",1,4.44265125649032,3.17805383034795,0,"county seat",0,0,5,"0","0","0","Jilin","Wednesday","1",0,0,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",12,0,1429,0.590180185840672
2595,"1","1","1",0,4.78749174278205,3.95124371858143,0,"rural",0,1,4,"1","0","0","Henan","Wednesday","1",1,4,"1","yes and agree","never","never","never",0,1,1618,5.87962772726106
153,"4","4","4",0,4.31748811353631,3.46573590279973,0,"city",1,1,5,"1","0","1","Henan","Thursday","1",0,4,"1","yes and agree","heard and know","heard but do not know","never",5,1,625,0.29
2029,"4","3","4",1,3.68887945411394,3.73766961828337,0,"rural",0,1,4,"0","0","0","Henan","Wednesday","1",0,2,"1","yes but disagree","heard but do not know","never","never",0,1,3929,1.74756973262942
1684,"2","1","1",0,4.86753445045558,3.76120011569356,0,"rural",1,1,2,"1","0","0","Shanxi","Sunday","1",1,0,"1","no","never","never","never",0,0,1714,1.35488163781115
1182,"7","7","1",0,3.98898404656427,3.87120101090789,1,"city",0,1,5,"0","0","1","Jilin","Monday","1",0,1,"1","yes but disagree","heard and know","heard and know","heard and know",0,1,2667,0.29
3398,"4","4","3",1,4.48863636973214,3.58351893845611,0,"county seat",1,1,4,"1","0","0","Jilin","Saturday","0",0,2,"1","yes and agree","heard but do not know","never","never",10,1,1158,2.10856569540875
2182,"6","6","7",1,4.49980967033027,3.55534806148941,0,"county seat",1,1,4,"1","1","0","Henan","Thursday","0",1,3,"1","no","never","never","never",2,1,2455,0.833373707099913
914,"1","1","1",0,5.22035582507832,4.11087386417331,0,"rural",1,1,2,"0","0","0","Shanxi","Sunday","1",1,0,"1","yes but disagree","never","never","never",0,0,1800,0.29
3384,"5","5","4",0,4.38202663467388,3.43398720448515,0,"county seat",0,1,5,"0","0","0","Jilin","Friday","1",1,0,"1","no","never","never","never",0,0,1563,3.36961420810059
2544,"2","4","4",1,4.40671924726425,3.43398720448515,0,"county seat",0,0,3,"0","0","0","Jilin","Tuesday","0",1,0,"1","no","heard but do not know","never","never",15,0,800,0.426155297891374
2161,"1","1","1",1,4.9416424226093,3.68887945411394,0,"county seat",1,1,1,"1","0","0","Henan","Thursday","0",0,3,"1","yes but disagree","never","never","never",0,1,3269,1.71379837552918
